bac_id,chrNo,cyto,bac_start,bac_end,bac_size,is_CNV_targetting,is_chr20_targetting
BAC27_P08,2,2p21,47278604,47351730,73126,-,-
BAC108_F08,2,2p21,47289747,47385460,95713,-,-
BAC223_E13,2,2p21,47291721,47365702,73981,-,-
BAC169_G12,2,2p21,47512239,47599861,87622,-,-
BAC218_D07,2,2p21-2p16.3,47586100,47697564,111464,-,-
BAC188_I04,2,2p16.3,47639438,47714790,75352,-,-
BAC244_A04,2,2p16.3,47666879,47752601,85722,-,-
BAC120_P03,2,2p16.3,47724540,47881802,157262,-,-
BAC78_I04,2,2p16.3,47748629,47830914,82285,-,-
BAC118_O22,2,2p16.3,47799544,47899054,99510,-,-
BAC128_G06,2,2p16.3,47877670,47963725,86055,-,-
BAC78_K17,2,2p16.3,47900931,48027230,126299,-,-
BAC81_N01,2,2p16.3,47909587,48022308,112721,-,-
BAC133_I16,2,2p16.3,47971072,48055471,84399,-,-
BAC170_G22,2,2p16.3,47974203,48054937,80734,-,-
BAC33_J18,2,2p16.3,47979954,48096834,116880,-,-
BAC195_F11,2,2p16.3,48000857,48096821,95964,-,-
BAC208_P08,2,2p16.3,48162587,48251110,88523,-,-
BAC33_J08,2,2p16.3,48171278,48287331,116053,-,-
BAC161_H11,2,2p16.3,48180436,48274195,93759,-,-
BAC67_K05,2,2p16.3,48219103,48369145,150042,-,-
BAC51_C12,2,2p16.3,48268377,48365692,97315,-,-
BAC92_F10,2,2p16.3,48379217,48486972,107755,-,-
BAC42_P14,2,2p16.3,48382956,48491801,108845,-,-
BAC211_D08,2,2p16.3,48393072,48498666,105594,-,-
BAC10_N11,2,2p16.3,48411704,48491807,80103,-,-
BAC22_I16,2,2p16.3,48486967,48622976,136009,-,-
BAC194_E12,2,2p16.3,48488957,48580202,91245,-,-
BAC240_L03,2,2p16.3,48491801,48580202,88401,-,-
BAC161_N03,2,2p16.3,48538680,48621088,82408,-,-
BAC67_P08,2,2p16.3,48540403,48643292,102889,-,-
BAC51_F05,2,2p16.3,48558959,48658970,100011,-,-
BAC23_C13,2,2p16.3,48580349,48668591,88242,-,-
BAC155_D06,2,2p16.3,48580603,48666814,86211,-,-
BAC60_C16,2,2p16.3,48580603,48694224,113621,-,-
BAC90_H01,2,2p16.3,48606312,48694220,87908,-,-
BAC243_O23,2,2p16.3,48618554,48730123,111569,-,-
BAC113_D07,2,2p16.3,48621090,48711491,90401,-,-
BAC14_K19,2,2p16.3,49001621,49092344,90723,-,-
BAC186_K01,2,2p16.3,49148912,49266983,118071,-,-
BAC90_P03,2,2p16.3,49291338,49389679,98341,-,-
BAC178_J11,2,2p16.3,49329909,49409074,79165,-,-
BAC61_H14,2,2p16.3,49382908,49482652,99744,-,-
BAC130_J01,2,2p16.3,49568036,49675730,107694,-,-
BAC82_O03,2,2p16.3,49685503,49778417,92914,-,-
BAC148_F07,2,2p16.3,49688892,49783408,94516,-,-
BAC1_H21,2,2p16.3,49765892,49942394,176502,-,-
BAC28_F15,2,2p16.3,49788464,49939013,150549,-,-
BAC194_K16,2,2p16.3,49980514,50082707,102193,-,-
BAC95_M18,2,2p16.3,50101747,50186764,85017,-,-
BAC221_H17,2,2p16.3,50786699,50869989,83290,-,-
BAC248_N06,2,2p16.3,51050408,51131316,80908,-,-
BAC35_L06,2,2p16.3,51050441,51131260,80819,-,-
BAC132_H07,2,2p16.3,51071274,51177318,106044,-,-
BAC177_D23,2,2p16.3,51444142,51527796,83654,-,-
BAC191_J13,2,2p16.3,51458034,51546314,88280,-,-
BAC58_B22,2,2p16.3,51480257,51581328,101071,-,-
BAC121_A06,2,2p16.3,51554889,51639437,84548,-,-
BAC241_D06,2,2p16.3,51859905,51948771,88866,-,-
BAC230_M22,2,2p16.3,51859905,51966171,106266,-,-
BAC78_G06,2,2p16.3,52055295,52145719,90424,-,-
BAC102_I06,2,2p16.3,52307633,52422206,114573,-,-
BAC161_H12,2,2p16.3,52466215,52552387,86172,-,-
BAC108_E04,2,2p16.3,52548637,52666319,117682,-,-
BAC186_F04,2,2p16.3,52557741,52666295,108554,-,-
BAC43_G23,2,2p16.2,52754870,52906255,151385,-,-
BAC27_C12,2,2p16.2,52792650,52949782,157132,-,-
BAC91_A01,2,2p16.2,52792653,52885953,93300,-,-
BAC15_I05,2,2p16.2,53256123,53359228,103105,-,-
BAC193_L02,2,2p16.2,53315294,53412305,97011,-,-
BAC153_I15,2,2p16.2,53498304,53614292,115988,-,-
BAC38_O14,2,2p16.2,53617933,53724310,106377,-,-
BAC175_N16,2,2p16.2,53694725,53790701,95976,-,-
BAC84_N03,2,2p16.2,53697101,53791408,94307,-,-
BAC73_I11,2,2p16.2,53715457,53800297,84840,-,-
BAC86_A08,2,2p16.2,53790697,53879215,88518,-,-
BAC25_P18,2,2p16.2,53790757,53879215,88458,-,-
BAC22_O10,2,2p16.2,53800296,53962206,161910,-,-
BAC248_B06,2,2p16.2,53829374,53951014,121640,-,-
BAC83_D05,2,2p16.2,53975696,54105532,129836,-,-
BAC53_M16,2,2p16.2,54035939,54162573,126634,-,-
BAC41_C06,2,2p16.2,54035939,54163298,127359,-,-
BAC23_L18,2,2p16.2,54035968,54118637,82669,-,-
BAC119_F11,2,2p16.2,54043055,54208592,165537,-,-
BAC115_O23,2,2p16.2,54208600,54286267,77667,-,-
BAC115_L20,2,2p16.2,54315503,54417117,101614,-,-
BAC26_L16,2,2p16.2,54412757,54518555,105798,-,-
BAC65_N07,2,2p16.2,54442694,54555635,112941,-,-
BAC62_B12,2,2p16.2,54442726,54554478,111752,-,-
BAC96_H13,2,2p16.2,54453127,54571657,118530,-,-
BAC18_F04,2,2p16.2,54477863,54609244,131381,-,-
BAC218_P08,2,2p16.2,54488462,54571657,83195,-,-
BAC26_K05,2,2p16.2,54489678,54588345,98667,-,-
BAC73_I18,2,2p16.2,54497063,54605804,108741,-,-
BAC57_L16,2,2p16.2,54634476,54736803,102327,-,-
BAC59_D21,2,2p16.2,54644967,54759707,114740,-,-
BAC66_L12,2,2p16.2,54679309,54790758,111449,-,-
BAC252_P04,2,2p16.2-2p16.1,54707715,54803774,96059,-,-
BAC57_B24,2,2p16.2-2p16.1,54756752,54891665,134913,-,-
BAC234_L01,2,2p16.2-2p16.1,54770206,54845546,75340,-,-
BAC34_I22,2,2p16.1,54810291,54916125,105834,-,-
BAC155_F16,2,2p16.1,54825078,54905992,80914,-,-
BAC248_F09,2,2p16.1,54832152,54907967,75815,-,-
BAC109_K06,2,2p16.1,54845540,54929158,83618,-,-
BAC176_F19,2,2p16.1,54849839,54937258,87419,-,-
BAC56_N09,2,2p16.1,55145912,55249277,103365,-,-
BAC102_H01,2,2p16.1,55201460,55307198,105738,-,-
BAC147_O07,2,2p16.1,55237134,55334431,97297,-,-
BAC95_L13,2,2p16.1,55238886,55348420,109534,-,-
BAC69_I11,2,2p16.1,55239346,55334454,95108,-,-
BAC66_D21,2,2p16.1,55244370,55336013,91643,-,-
BAC34_E24,2,2p16.1,55262198,55351059,88861,-,-
BAC20_D23,2,2p16.1,55264144,55416320,152176,-,-
BAC142_J18,2,2p16.1,55313631,55399482,85851,-,-
BAC142_K18,2,2p16.1,55313631,55399492,85861,-,-
BAC70_C10,2,2p16.1,55569788,55681952,112164,-,-
BAC50_G03,2,2p16.1,55637374,55756333,118959,-,-
BAC64_C16,2,2p16.1,55664120,55756333,92213,-,-
BAC84_D09,2,2p16.1,55695315,55793673,98358,-,-
BAC45_O08,2,2p16.1,55706958,55872965,166007,-,-
BAC219_F09,2,2p16.1,55742782,55828177,85395,-,-
BAC30_K07,2,2p16.1,55771899,55866482,94583,-,-
BAC61_H16,2,2p16.1,55865409,55954648,89239,-,-
BAC52_L15,2,2p16.1,55983358,56073517,90159,-,-
BAC154_H21,2,2p16.1,56047423,56126799,79376,-,-
BAC234_J06,2,2p16.1,56142765,56247599,104834,-,-
BAC84_C24,2,2p16.1,56198926,56348670,149744,-,-
BAC95_L24,2,2p16.1,56315811,56400362,84551,-,-
BAC248_E01,2,2p16.1,56368629,56447990,79361,-,-
BAC41_E18,2,2p16.1,56394166,56537316,143150,-,-
BAC133_N02,2,2p16.1,56503153,56585795,82642,-,-
BAC142_G22,2,2p16.1,56535405,56625443,90038,-,-
BAC159_N10,2,2p16.1,56540891,56649676,108785,-,-
BAC60_I12,2,2p16.1,56647983,56852460,204477,-,-
BAC44_K03,2,2p16.1,56698739,56852427,153688,-,-
BAC240_H12,2,2p16.1,56747387,56833395,86008,-,-
BAC160_J03,2,2p16.1,56747602,56824843,77241,-,-
BAC162_N01,2,2p16.1,56999313,57110819,111506,-,-
BAC46_K12,2,2p16.1,57236314,57332148,95834,-,-
BAC140_F24,2,2p16.1,57287231,57364761,77530,-,-
BAC67_A18,2,2p16.1,57846835,57952510,105675,-,-
BAC122_P10,2,2p16.1,57900841,57982107,81266,-,-
BAC126_C06,2,2p16.1,57900841,57982107,81266,-,-
BAC233_A13,2,2p16.1,58046654,58143589,96935,-,-
BAC199_O04,2,2p16.1,58104306,58189678,85372,-,-
BAC28_N05,2,2p16.1,58264582,58348695,84113,-,-
BAC160_F24,2,2p16.1,58305825,58388441,82616,-,-
BAC46_L17,2,2p16.1,58381996,58504770,122774,-,-
BAC143_A07,2,2p16.1,58414985,58498510,83525,-,-
BAC95_G20,2,2p16.1,58541783,58637597,95814,-,-
BAC100_N08,2,2p16.1,58562104,58645464,83360,-,-
BAC242_J03,2,2p16.1,58635147,58648233,13086,-,-
BAC132_A02,2,2p16.1,58694979,58783808,88829,-,-
BAC91_H24,2,2p16.1,59004020,59087896,83876,-,-
BAC97_N17,2,2p16.1,59099695,59215989,116294,-,-
BAC219_N20,2,2p16.1,59205854,59311703,105849,-,-
BAC119_J04,2,2p16.1,59504913,59617397,112484,-,-
BAC71_P02,2,2p16.1,59512458,59632106,119648,-,-
BAC80_E11,2,2p16.1,59632099,59738753,106654,-,-
BAC220_N07,2,2p16.1,59738747,59838632,99885,-,-
BAC91_C23,2,2p16.1,59812883,59911962,99079,-,-
BAC10_B21,2,2p16.1,59824015,59914777,90762,-,-
BAC172_N16,2,2p16.1,59824018,59955524,131506,-,-
BAC43_D13,2,2p16.1,59852384,60004962,152578,-,-
BAC232_C07,2,2p16.1,59878977,59945182,66205,-,-
BAC142_E10,2,2p16.1,59878977,59956685,77708,-,-
BAC19_I09,2,2p16.1,59879013,59974187,95174,-,-
BAC129_G11,2,2p16.1,59926117,60009301,83184,-,-
BAC124_I21,2,2p16.1,59966777,60069906,103129,-,-
BAC228_M24,2,2p16.1,60055592,60129358,73766,-,-
BAC219_M06,2,2p16.1,60077645,60176391,98746,-,-
BAC167_O14,2,2p16.1,60080100,60151749,71649,-,-
BAC188_N17,2,2p16.1,60213201,60366491,153290,-,-
BAC58_M06,2,2p16.1,60278859,60369421,90562,-,-
BAC171_E18,2,2p16.1,60334986,60419520,84534,-,-
BAC219_A21,2,2p16.1,60350798,60456689,105891,-,-
BAC247_D13,2,2p16.1,60393567,60497487,103920,-,-
BAC227_E24,2,2p16.1,60393588,60485265,91677,-,-
BAC167_A23,2,2p16.1,60564600,60649263,84663,-,-
BAC106_K06,2,2p16.1,60601771,60706235,104464,-,-
BAC186_M16,2,2p16.1,60636952,60708136,71184,-,-
BAC78_O03,2,2p16.1,60651116,60735224,84108,-,-
BAC135_L20,2,2p16.1,60756469,60842245,85776,-,-
BAC84_O02,2,2p16.1,60790054,60882455,92401,-,-
BAC28_N18,2,2p16.1,60848358,61007727,159369,-,-
BAC218_N08,2,2p16.1,60920114,60994867,74753,-,-
BAC122_G07,2,2p16.1,60935505,61035526,100021,-,-
BAC59_I02,2,2p16.1,60943915,61081424,137509,-,-
BAC252_K20,2,2p15,61249205,61264973,15768,-,-
BAC116_H24,2,2p15,61268950,61368835,99885,-,-
BAC141_D03,2,2p15,61414435,61491252,76817,-,-
BAC29_N18,2,2p15,61460626,61552533,91907,-,-
BAC114_H23,2,2p15,61470770,61569039,98269,-,-
BAC97_I09,2,2p15,61554121,61675399,121278,-,-
BAC39_B07,2,2p15,61568197,61708461,140264,-,-
BAC149_M20,2,2p15,61615640,61732927,117287,-,-
BAC141_I16,2,2p15,61695080,61788405,93325,-,-
BAC243_F05,2,2p15,61699749,61812616,112867,-,-
BAC120_B23,2,2p15,61701852,61798555,96703,-,-
BAC219_O18,2,2p15,61708456,61812614,104158,-,-
BAC195_B04,2,2p15,61719034,61798555,79521,-,-
BAC141_K06,2,2p15,61741332,61829211,87879,-,-
BAC91_B23,2,2p15,61755706,61854654,98948,-,-
BAC67_O16,2,2p15,61755710,61853833,98123,-,-
BAC55_C11,2,2p15,61790929,61939934,149005,-,-
BAC187_G06,2,2p15,61790966,61922758,131792,-,-
BAC122_I17,2,2p15,61798549,61960941,162392,-,-
BAC42_F16,2,2p15,61818769,61912508,93739,-,-
BAC70_O14,2,2p15,61836398,61912492,76094,-,-
BAC53_L16,2,2p15,61860133,61976588,116455,-,-
BAC146_E12,2,2p15,61872852,61976528,103676,-,-
BAC252_N02,2,2p15,61922752,62027249,104497,-,-
BAC147_I10,2,2p15,62043419,62129802,86383,-,-
BAC155_J09,2,2p15,62044320,62122582,78262,-,-
BAC25_F18,2,2p15,62044322,62139744,95422,-,-
BAC129_P23,2,2p15,62044331,62162545,118214,-,-
BAC27_L11,2,2p15,62058890,62158452,99562,-,-
BAC229_A13,2,2p15,62111368,62184804,73436,-,-
BAC100_N20,2,2p15,62158447,62299621,141174,-,-
BAC237_A24,2,2p15,62162574,62258413,95839,-,-
BAC229_G13,2,2p15,62214203,62299621,85418,-,-
BAC220_F07,2,2p15,62225762,62332636,106874,-,-
BAC43_D23,2,2p15,62225765,62336901,111136,-,-
BAC80_E23,2,2p15,62240639,62402207,161568,-,-
BAC232_M20,2,2p15,62242149,62338717,96568,-,-
BAC91_B07,2,2p15,62245259,62346988,101729,-,-
BAC65_I10,2,2p15,62265657,62359764,94107,-,-
BAC25_D12,2,2p15,62371728,62459743,88015,-,-
BAC48_N15,2,2p15,62428469,62598515,170046,-,-
BAC199_P18,2,2p15,62440484,62528336,87852,-,-
BAC21_I04,2,2p15,62472941,62556941,84000,-,-
BAC31_H06,2,2p15,62494431,62566973,72542,-,-
BAC194_L16,2,2p15,62534686,62645988,111302,-,-
BAC107_G03,2,2p15,62608004,62702768,94764,-,-
BAC191_N16,2,2p15,62608126,62699419,91293,-,-
BAC64_B09,2,2p15,62622063,62717699,95636,-,-
BAC27_O13,2,2p15,62825696,62923255,97559,-,-
BAC4_B18,2,2p15,62834433,62936989,102556,-,-
BAC247_C12,2,2p15,62841667,62933706,92039,-,-
BAC66_C21,2,2p15,62884407,62980790,96383,-,-
BAC233_P11,2,2p15,63127699,63254757,127058,-,-
BAC65_P24,2,2p15,63127731,63278269,150538,-,-
BAC109_G17,2,2p15,63140246,63254722,114476,-,-
BAC52_J17,2,2p15,63329868,63455779,125911,-,-
BAC58_D20,2,2p15,63566901,63581884,14983,-,-
BAC32_K02,2,2p15,63582328,63668294,85966,-,-
BAC40_K23,2,2p15,63611122,63723873,112751,-,-
BAC230_J19,2,2p15,63687936,63791601,103665,-,-
BAC78_K12,2,2p14,64008507,64113239,104732,-,-
BAC186_G13,2,2p14,64055082,64175791,120709,-,-
BAC57_C17,2,2p14,64072752,64175791,103039,-,-
BAC125_A19,2,2p14,64084040,64182282,98242,-,-
BAC197_I14,2,2p14,64182483,64273108,90625,-,-
BAC228_F20,2,2p14,64291195,64392853,101658,-,-
BAC32_K19,2,2p14,64323406,64411807,88401,-,-
BAC102_L17,2,2p14,64348739,64441818,93079,-,-
BAC228_D13,2,2p14,64477357,64565014,87657,-,-
BAC109_M17,2,2p14,64632981,64727445,94464,-,-
BAC77_E18,2,2p14,64688604,64776545,87941,-,-
BAC101_J14,2,2p14,64690438,64784925,94487,-,-
BAC53_J10,2,2p14,64793300,64921251,127951,-,-
BAC224_D01,2,2p14,64827915,64945260,117345,-,-
BAC102_F22,2,2p14,64846034,64962852,116818,-,-
BAC18_C06,2,2p14,64876169,64975439,99270,-,-
BAC109_P12,2,2p14,64921289,65100943,179654,-,-
BAC120_J17,2,2p14,64926264,65039746,113482,-,-
BAC52_M18,2,2p14,64928176,65053954,125778,-,-
BAC163_D18,2,2p14,65000073,65084564,84491,-,-
BAC200_E12,2,2p14,65005173,65091778,86605,-,-
BAC173_C22,2,2p14,65045888,65160771,114883,-,-
BAC116_I02,2,2p14,65050496,65138148,87652,-,-
BAC126_J01,2,2p14,65143887,65296708,152821,-,-
BAC37_E24,2,2p14,65161910,65289922,128012,-,-
BAC151_O22,2,2p14,65188739,65289922,101183,-,-
BAC219_A13,2,2p14,65207526,65289922,82396,-,-
BAC150_C11,2,2p14,65221041,65350619,129578,-,-
BAC175_N03,2,2p14,65318844,65405191,86347,-,-
BAC76_M17,2,2p14,65331745,65421637,89892,-,-
BAC56_C11,2,2p14,65331768,65461179,129411,-,-
BAC240_K13,2,2p14,65350613,65431571,80958,-,-
BAC65_I09,2,2p14,65377839,65455622,77783,-,-
BAC228_A05,2,2p14,65390671,65494432,103761,-,-
BAC76_D05,2,2p14,65409022,65501648,92626,-,-
BAC115_M18,2,2p14,65508841,65615291,106450,-,-
BAC73_K10,2,2p14,65513289,65615268,101979,-,-
BAC75_G14,2,2p14,65523458,65718511,195053,-,-
BAC193_J04,2,2p14,65625504,65693148,67644,-,-
BAC122_H15,2,2p14,65675400,65836834,161434,-,-
BAC192_B07,2,2p14,65675406,65837782,162376,-,-
BAC15_M23,2,2p14,65751913,65849841,97928,-,-
BAC127_M05,2,2p14,65775059,65874355,99296,-,-
BAC55_F04,2,2p14,65962372,66063656,101284,-,-
BAC151_F23,2,2p14,66237096,66328755,91659,-,-
BAC200_N09,2,2p14,66239801,66325850,86049,-,-
BAC202_K02,2,2p14,66253032,66333562,80530,-,-
BAC28_L19,2,2p14,66256850,66356644,99794,-,-
BAC73_K21,2,2p14,66325845,66418060,92215,-,-
BAC236_I16,2,2p14,66361058,66465794,104736,-,-
BAC224_D13,2,2p14,66409340,66494164,84824,-,-
BAC33_J06,2,2p14,66432648,66519392,86744,-,-
BAC22_D16,2,2p14,66494164,66571636,77472,-,-
BAC103_F09,2,2p14,66500267,66636168,135901,-,-
BAC12_G01,2,2p14,66500267,66617870,117603,-,-
BAC149_C15,2,2p14,66500268,66603436,103168,-,-
BAC69_J22,2,2p14,66581079,66727511,146432,-,-
BAC109_F11,2,2p14,66639195,66716043,76848,-,-
BAC102_I20,2,2p14,66904161,66980353,76192,-,-
BAC252_G21,2,2p14,67043864,67169617,125753,-,-
BAC45_K09,2,2p14,67368971,67463551,94580,-,-
BAC59_C21,2,2p14,67381771,67501206,119435,-,-
BAC230_L01,2,2p14,67448680,67541187,92507,-,-
BAC16_E17,2,2p14,67545407,67619983,74576,-,-
BAC145_B02,2,2p14,67613266,67684596,71330,-,-
BAC140_N16,2,2p14,67783557,67873808,90251,-,-
BAC66_H20,2,2p14,67840678,67921077,80399,-,-
BAC180_G10,2,2p14,67876134,67975774,99640,-,-
BAC107_P13,2,2p14,67876134,67975773,99639,-,-
BAC155_J14,2,2p14,67929776,68033801,104025,-,-
BAC34_M22,2,2p14,67952460,68092304,139844,-,-
BAC43_E06,2,2p14,68060405,68153836,93431,-,-
BAC41_F12,2,2p14,68144886,68256974,112088,-,-
BAC52_O12,2,2p14,68186438,68296825,110387,-,-
BAC42_B23,2,2p14,68276872,68487008,210136,-,-
BAC89_F14,2,2p14,68283816,68419922,136106,-,-
BAC69_O24,2,2p14,68299378,68397103,97725,-,-
BAC237_M01,2,2p14,68533975,68614781,80806,-,-
BAC178_O10,2,2p14,68558950,68575386,16436,-,-
BAC226_M01,2,2p14,68657813,68768181,110368,-,-
BAC50_C05,2,2p14,68671298,68814303,143005,-,-
BAC220_J13,2,2p14,68672371,68748493,76122,-,-
BAC36_O13,2,2p14,68691421,68814305,122884,-,-
BAC113_G10,2,2p14,68811305,68922296,110991,-,-
BAC163_H12,2,2p14,68820512,68903598,83086,-,-
BAC152_L07,2,2p14,68829719,68904336,74617,-,-
BAC71_F13,2,2p14,68854354,68931565,77211,-,-
BAC236_M09,2,2p14,68860081,68938553,78472,-,-
BAC84_O07,2,2p14,68878602,69002945,124343,-,-
BAC121_M21,2,2p14,68949435,68989078,39643,-,-
BAC81_D19,2,2p14,68951000,69058747,107747,-,-
BAC120_P16,2,2p14,69008334,69182283,173949,-,-
BAC33_N09,2,2p14,69097183,69198637,101454,-,-
BAC181_I19,2,2p14,69103179,69170114,66935,-,-
BAC150_O14,2,2p14,69117610,69198642,81032,-,-
BAC199_B05,2,2p14,69151502,69229956,78454,-,-
BAC49_H13,2,2p14,69209046,69343536,134490,-,-
BAC6_H24,2,2p14,69287223,69427185,139962,-,-
BAC181_I15,2,2p14,69287224,69368010,80786,-,-
BAC113_C18,2,2p14,69287224,69426882,139658,-,-
BAC183_G18,2,2p14,69304229,69372700,68471,-,-
BAC206_A02,2,2p14,69323557,69427181,103624,-,-
BAC38_E22,2,2p14,69329148,69421980,92832,-,-
BAC140_C22,2,2p14,69368108,69455257,87149,-,-
BAC217_C13,2,2p14,69372352,69478938,106586,-,-
BAC100_I05,2,2p14,69391269,69513309,122040,-,-
BAC152_F19,2,2p14,69394752,69517736,122984,-,-
BAC69_D12,2,2p14,69398290,69520160,121870,-,-
BAC227_B14,2,2p14,69422006,69512028,90022,-,-
BAC135_G12,2,2p14,69422006,69527499,105493,-,-
BAC199_A16,2,2p14,69422006,69512025,90019,-,-
BAC57_D02,2,2p14,69437393,69549151,111758,-,-
BAC38_G09,2,2p14,69512128,69615050,102922,-,-
BAC25_G12,2,2p14,69527493,69645503,118010,-,-
BAC132_L02,2,2p14,69527495,69689388,161893,-,-
BAC228_B17,2,2p14,69535253,69615050,79797,-,-
BAC32_P13,2,2p14,69588063,69719869,131806,-,-
BAC88_P05,2,2p14,69614628,69697971,83343,-,-
BAC248_C14,2,2p14,69615042,69700131,85089,-,-
BAC44_H16,2,2p14,69635456,69723173,87717,-,-
BAC53_C21,2,2p14,69649088,69763230,114142,-,-
BAC32_J07,2,2p14,69653917,69755326,101409,-,-
BAC78_C13,2,2p14,69689406,69778411,89005,-,-
BAC199_M12,2,2p14,69705837,69825738,119901,-,-
BAC159_O08,2,2p14,69734538,69839051,104513,-,-
BAC165_G22,2,2p14,69779411,69857149,77738,-,-
BAC117_P18,2,2p14,69857492,69981463,123971,-,-
BAC21_P16,2,2p14,69989892,70014932,25040,-,-
BAC185_B22,2,2p14,70089001,70148560,59559,-,-
BAC175_B08,2,2p14,70104857,70179769,74912,-,-
BAC51_O18,2,2p14,70145020,70309196,164176,-,-
BAC132_L21,2,2p14,70180283,70281595,101312,-,-
BAC106_J11,2,2p14,70180283,70310240,129957,-,-
BAC123_D21,2,2p14,70196458,70345673,149215,-,-
BAC36_N08,2,2p14,70196458,70277688,81230,-,-
BAC221_C12,2,2p14,70294804,70382402,87598,-,-
BAC219_I02,2,2p14,70300395,70400847,100452,-,-
BAC178_C10,2,2p14,70310224,70400847,90623,-,-
BAC76_N13,2,2p14,70310229,70444703,134474,-,-
BAC192_J05,2,2p14,70346379,70445038,98659,-,-
BAC72_D12,2,2p14,70382420,70480096,97676,-,-
BAC165_A07,2,2p14,70384823,70480098,95275,-,-
BAC100_C03,2,2p14-2p13.3,70411344,70505263,93919,-,-
BAC10_H13,2,2p14-2p13.3,70411344,70543904,132560,-,-
BAC24_A22,2,2p14-2p13.3,70499683,70630854,131171,-,-
BAC116_E02,2,2p13.3,70541038,70654612,113574,-,-
BAC240_H13,2,2p13.3,70543912,70646135,102223,-,-
BAC134_J19,2,2p13.3,70572846,70654614,81768,-,-
BAC70_F07,2,2p13.3,70606697,70736121,129424,-,-
BAC23_O06,2,2p13.3,70606730,70713131,106401,-,-
BAC151_M12,2,2p13.3,70662907,70748722,85815,-,-
BAC146_K01,2,2p13.3,70684431,70822122,137691,-,-
BAC195_O23,2,2p13.3,70684432,70798033,113601,-,-
BAC75_K24,2,2p13.3,70755862,70861223,105361,-,-
BAC132_L09,2,2p13.3,70779384,70861225,81841,-,-
BAC217_F11,2,2p13.3,70788788,70923606,134818,-,-
BAC42_O08,2,2p13.3,70788790,70942468,153678,-,-
BAC155_H09,2,2p13.3,70808676,70870726,62050,-,-
BAC171_C02,2,2p13.3,70822115,70924710,102595,-,-
BAC125_D19,2,2p13.3,70822115,70930654,108539,-,-
BAC195_H07,2,2p13.3,70942461,71023112,80651,-,-
BAC248_D13,2,2p13.3,70955356,71044752,89396,-,-
BAC42_H11,2,2p13.3,70960325,71060355,100030,-,-
BAC72_L11,2,2p13.3,71000790,71104778,103988,-,-
BAC157_J23,2,2p13.3,71023108,71130494,107386,-,-
BAC143_N17,2,2p13.3,71110120,71197944,87824,-,-
BAC39_D05,2,2p13.3,71137700,71224647,86947,yes,-
BAC175_K01,2,2p13.3,71151078,71235323,84245,yes,-
BAC166_O10,2,2p13.3,71168911,71254128,85217,-,-
BAC171_D07,2,2p13.3,71170125,71260822,90697,yes,-
BAC218_A03,2,2p13.3,71235318,71330855,95537,-,-
BAC182_C21,2,2p13.3,71372003,71462443,90440,-,-
BAC148_L03,2,2p13.3,71437709,71529900,92191,-,-
BAC192_O05,2,2p13.3,71462437,71559916,97479,-,-
BAC100_D10,2,2p13.3,71468816,71579253,110437,-,-
BAC45_F10,2,2p13.3,71476104,71574834,98730,-,-
BAC22_A17,2,2p13.3,71534951,71761721,226770,-,-
BAC50_D16,2,2p13.3,71544334,71705575,161241,-,-
BAC150_N22,2,2p13.3,71565530,71657460,91930,-,-
BAC86_N16,2,2p13.3,71637915,71727677,89762,-,-
BAC234_D01,2,2p13.3,71666174,71761738,95564,-,-
BAC188_P22,2,2p13.3,71713332,71853049,139717,-,-
BAC71_C02,2,2p13.3,71726581,71819475,92894,-,-
BAC123_P20,2,2p13.3,71761732,71883380,121648,-,-
BAC145_L06,2,2p13.3,71776658,71861400,84742,-,-
BAC22_K21,2,2p13.3,71914778,72022085,107307,-,-
BAC78_B23,2,2p13.3,71914778,71991086,76308,-,-
BAC25_O19,2,2p13.3,71969727,72098947,129220,-,-
BAC76_E15,2,2p13.3,72012976,72110812,97836,-,-
BAC69_M06,2,2p13.3,72030750,72154740,123990,-,-
BAC157_B24,2,2p13.3,72038278,72175156,136878,-,-
BAC78_J16,2,2p13.3,72118708,72239675,120967,-,-
BAC36_B08,2,2p13.3,72133215,72221687,88472,-,-
BAC40_G02,2,2p13.3,72138034,72239656,101622,-,-
BAC103_C09,2,2p13.3,72204462,72265757,61295,-,-
BAC233_H19,2,2p13.3,72425816,72509012,83196,-,-
BAC224_I13,2,2p13.3-2p13.2,72529651,72628165,98514,-,-
BAC186_E13,2,2p13.3-2p13.2,72535305,72624653,89348,-,-
BAC187_E03,2,2p13.3-2p13.2,72542538,72646241,103703,-,-
BAC50_I01,2,2p13.3-2p13.2,72542538,72634443,91905,-,-
BAC6_N23,2,2p13.3-2p13.2,72579886,72688841,108955,-,-
BAC83_P03,2,2p13.2,72688840,72779250,90410,-,-
BAC181_K16,2,2p13.2,72770528,72864475,93947,-,-
BAC128_N02,2,2p13.2,72779268,72872587,93319,-,-
BAC123_H13,2,2p13.2,72798840,72883903,85063,-,-
BAC95_O01,2,2p13.2,72835049,72918892,83843,-,-
BAC113_E10,2,2p13.2,72918886,73029700,110814,-,-
BAC199_N01,2,2p13.2,72918886,72992035,73149,-,-
BAC150_N24,2,2p13.2,72929564,73008698,79134,-,-
BAC202_J16,2,2p13.2,73047893,73158136,110243,-,-
BAC159_K05,2,2p13.2,73091547,73191311,99764,-,-
BAC116_B16,2,2p13.2,73134146,73219024,84878,-,-
BAC86_D16,2,2p13.2,73197320,73293511,96191,-,-
